project,model,run_id,status,psnr_diff,ssim_diff,lpips_diff,psnr_model,psnr_base,ssim_model,ssim_base,lpips_model,lpips_base,loss_diff,gaussian_diff,time_diff_s,geometry_lr_mult,appearance_lr_mult,densification_mult
Kninice_Church_of_the_Exaltation_of_the_Holy_Cross,model_compact-mlp_20260718_194519_compact_mlp_july18_with_hardcap_data_final_offline_data_june_27-training-data,kninice_church_of_the_exaltation_of_the_holy_cross_phase2_run1_27-training-_20260718_232555,success,-0.5301189422607422,-0.014101505279541016,-0.0011397302150726318,20.412841796875,20.942960739135742,0.6684396266937256,0.6825411319732666,0.45469099283218384,0.4535512626171112,-0.02555384486913681,-40758,16.349706649780273,4.999999987829498,0.38927719717342907,0.7000000027571127
Kninice_Church_of_the_Exaltation_of_the_Holy_Cross,model_compact-mlp_20260718_194410_compact_mlp_july18_final_offline_data_june_27-training-data-compact-featurewise-mlp,kninice_church_of_the_exaltation_of_the_holy_cross_phase2_run1_27-training-_20260718_233511,success,0.02637481689453125,0.02988111972808838,0.076560378074646,20.969335556030273,20.942960739135742,0.712422251701355,0.6825411319732666,0.3769908845424652,0.4535512626171112,-0.007773570716381073,528832,94.63056969642639,3.2073820383133804,1.3198119970798372,0.7000000027571127
Pix4d_forensic,model_compact-mlp_20260718_194519_compact_mlp_july18_with_hardcap_data_final_offline_data_june_27-training-data,pix4d_forensic_phase2_run1_27-training-_20260718_234554,success,-0.2437152862548828,-0.014811694622039795,0.008860409259796143,23.675844192504883,23.919559478759766,0.5062578320503235,0.5210695266723633,0.6401117444038391,0.6489721536636353,-0.042922332882881165,-39858,18.745707750320435,4.999999987829498,0.48603620109788276,0.7000000027571127
Pix4d_forensic,model_compact-mlp_20260718_194410_compact_mlp_july18_final_offline_data_june_27-training-data-compact-featurewise-mlp,pix4d_forensic_phase2_run1_27-training-_20260718_235545,success,1.18072509765625,0.1459926962852478,0.24340835213661194,25.100284576416016,23.919559478759766,0.6670622229576111,0.5210695266723633,0.4055638015270233,0.6489721536636353,-0.025386109948158264,1182007,127.33481287956238,3.5838970148357925,1.3198119970798372,0.7000000027571127
Telc_sv_Jakub_March_18,model_compact-mlp_20260718_194519_compact_mlp_july18_with_hardcap_data_final_offline_data_june_27-training-data,telc_sv_jakub_march_18_phase2_run1_27-training-_20260719_000730,success,-1.5320606231689453,-0.028603792190551758,-0.020144730806350708,19.60696029663086,21.139020919799805,0.6788736581802368,0.7074774503707886,0.4519846439361572,0.4318399131298065,-0.014421097934246063,-197684,16.72997498512268,4.999999987829498,0.43497449143159744,0.7000000027571127
Telc_sv_Jakub_March_18,model_compact-mlp_20260718_194410_compact_mlp_july18_final_offline_data_june_27-training-data-compact-featurewise-mlp,telc_sv_jakub_march_18_phase2_run1_27-training-_20260719_001816,success,-0.6111927032470703,0.03131699562072754,0.07899245619773865,20.527828216552734,21.139020919799805,0.7387944459915161,0.7074774503707886,0.35284745693206787,0.4318399131298065,0.0024248622357845306,1355232,175.2545144557953,3.5838970148357925,1.3198119970798372,0.7000000027571127
Tiburon_Angel_Islands_State_Park_Split_group_3,model_compact-mlp_20260718_194519_compact_mlp_july18_with_hardcap_data_final_offline_data_june_27-training-data,tiburon_angel_islands_state_park_split_group_3_phase2_run1_27-training-_20260719_003152,success,-2.5262374877929688,-0.12872302532196045,-0.14457190036773682,17.66445541381836,20.190692901611328,0.5090170502662659,0.6377400755882263,0.658959686756134,0.5143877863883972,-0.01713944971561432,-579865,-35.1860408782959,4.999999987829498,0.43497449143159744,0.7000000027571127
Tiburon_Angel_Islands_State_Park_Split_group_3,model_compact-mlp_20260718_194410_compact_mlp_july18_final_offline_data_june_27-training-data-compact-featurewise-mlp,tiburon_angel_islands_state_park_split_group_3_phase2_run1_27-training-_20260719_004329,success,-0.7407264709472656,0.00391000509262085,0.0463537871837616,19.449966430664062,20.190692901611328,0.6416500806808472,0.6377400755882263,0.4680339992046356,0.5143877863883972,-0.003990650177001953,760720,113.25272297859192,3.5838970148357925,1.3198119970798372,0.7000000027571127
morice,model_compact-mlp_20260718_194519_compact_mlp_july18_with_hardcap_data_final_offline_data_june_27-training-data,morice_phase2_run1_27-training-_20260719_005746,success,0.7636966705322266,0.028957366943359375,0.06747399270534515,29.258193969726562,28.494497299194336,0.8290398716926575,0.8000825047492981,0.2064901739358902,0.27396416664123535,-0.022291354835033417,229582,68.83532190322876,4.999999987829498,0.5430920512147099,0.7000000027571127
morice,model_compact-mlp_20260718_194410_compact_mlp_july18_final_offline_data_june_27-training-data-compact-featurewise-mlp,morice_phase2_run1_27-training-_20260719_011105,success,1.3021678924560547,0.07112973928451538,0.1327364146709442,29.79666519165039,28.494497299194336,0.8712122440338135,0.8000825047492981,0.14122775197029114,0.27396416664123535,-0.012469016015529633,2288599,406.1454071998596,3.2073820383133804,1.3198119970798372,0.7000000027571127
uncovice,model_compact-mlp_20260718_194519_compact_mlp_july18_with_hardcap_data_final_offline_data_june_27-training-data,uncovice_phase2_run1_27-training-_20260719_013020,success,-1.2369575500488281,-0.05409175157546997,-0.0625184178352356,21.41029167175293,22.647249221801758,0.6044530272483826,0.6585447788238525,0.5750588774681091,0.5125404596328735,-0.03146224468946457,-161992,21.249544858932495,4.999999987829498,0.43497449143159744,0.7000000027571127
uncovice,model_compact-mlp_20260718_194410_compact_mlp_july18_final_offline_data_june_27-training-data-compact-featurewise-mlp,uncovice_phase2_run1_27-training-_20260719_014204,success,-0.39612388610839844,0.01717311143875122,0.056556135416030884,22.25112533569336,22.647249221801758,0.6757178902626038,0.6585447788238525,0.45598432421684265,0.5125404596328735,0.016493044793605804,473657,78.22185778617859,3.5838970148357925,1.3198119970798372,0.7000000027571127
